CODE;Descrizione;UM;Depos;Codice-Deposito;Linea;Consumi dal 01/01/19 al 04/02/20;QTY;COST;Totale;Note;;
2121209;7437848-00 VENTILATORABDECKUNG;Pz;18;212120918;PF;2160;135;1,55295; 209,65 ;;;
2120746;1648600150 INSERTO TAPPO;Pz;2054;21207462054;SL;2160;432;0,15766; 68,11 ;;;
2120297;0C002323AD POGGIAPDX RUN FURN;Pz;18;212029718;SL;2177;486;3,1476; 1529,73 ;;;
2121265;7434422-00 GERAETEBODEN;Pz;18;212126518;PF;2190;144;10,39576; 1496,99 ;;;
2118443;7430665-00 TUERENDSTUCK;Pz;18;211844318;PF;2208;672;1,27828; 859,00 ;;;
2121034;27639011-1320860578 PAR SX E90;Pz;18;212103418;PF;2208;624;0,4649; 290,10 ;;;
2121034;27639011-1320860578 PAR SX E90;Pz;9001;21210349001;PF;2208;288;0,4649; 133,89 ;;;
2120870;SGABELLO LED CB/1405 VETRO 296;Pz;18;212087018;PF;2223;72;6,81945; 491,00 ;;;
2120494;21819014 PARATIA SX ECE E91;Pz;18;212049418;PFAuto;2280;360;0,46872; 168,74 ;;;
2120296;0C002322AD POGGIAPSX RUN FURN;Pz;18;212029618;SL;2286;846;3,12611; 2644,69 ;;;
2120337;0C003615AA SUPP BASSO ANT SX;Pz;18;212033718;SL;2286;576;1,58826; 914,84 ;;;
2120148;81128012 LENS RH 482 T1 ECE;Pz;18;212014818;PF;2310;420;0,54511; 228,95 ;;;
2120148;81128012 LENS RH 482 T1 ECE;Pz;9001;21201489001;PF;2310;390;0,54516; 212,61 ;;;
2120336;0C003616AA SUPP BASSO ANT DX;Pz;18;212033618;SL;2318;1760;1,59533; 2807,78 ;;;
1117469;7436337-01 TUERVERLAENGERUNG;Pz;18;111746918;PF;2352;392;1,9438; 761,97 ;;;
2120168;TORRETTA DI FISSAGGIO ALTA;Pz;1815;21201681815;SL;2358;79;0,25897; 20,46 ;;;
2121370;7438157-01 LUFTTRICHTER;Pz;18;212137018;PF;2381;429;0,84688; 363,31 ;;;
2120770;SEDUTA ICE CB/1038 TRASP 848;Pz;18;212077018;PF;2394;46;10,55872; 485,70 ;;;
1313866;0C004384ABR  INLAY INFER DX;Pz;18;131386618;PF;2400;168;4,14444; 696,27 ;;;
1313860;0C004383ABR  INLAY SUPER SX;Pz;18;131386018;PF;2424;168;3,56945; 599,67 ;;;
1313869;0C004385ABR  INLAY INFER SX;Pz;18;131386918;PF;2448;240;4,13991; 993,58 ;;;
1313863;0C004382ABR  INLAY SUPER DX;Pz;18;131386318;PF;2448;168;3,60135; 605,03 ;;;
2120472;21039009 PARATIA SX 4D FORD;Pz;18;212047218;PFAuto;2448;600;0,36494; 218,96 ;;;
2121022;7428105-02 ASSGERAETEDR7004;Pz;18;212102218;PF;2493;368;7,17745; 2641,30 ;;;
2121061;7430661-03 TUERENDSTUCK;Pz;18;212106118;PF;2508;198;1,98727; 393,48 ;;;
2400853;7439579-01 ASS AUFS GRIGIO V1;Pz;18;240085318;PF;2520;112;1,15339; 129,18 ;;;
2120976;20548005 HOUSING F164 DX ECE;Pz;18;212097618;PFAuto;2544;444;0,89429; 397,06 ;;;
2120977;20549005 HOUSING F164 SX ECE;Pz;18;212097718;PFAuto;2544;444;0,89364; 396,78 ;;;
2118790;7429365-01 TUERVER GRIGIO RAL;Pz;18;211879018;PF;2558;540;0,53416; 288,45 ;;;
2121039;611122 LICHTLEITER RE OBEN;Pz;18;212103918;PFAuto;2592;432;0,2067; 89,29 ;;;
2121043;611126 LICHTLEITER RE UNTEN;Pz;18;212104318;PFAuto;2592;432;0,18917; 81,72 ;;;
2121038;611121 LICHTLEITER LI OBEN;Pz;18;212103818;PFAuto;2592;216;0,20813; 44,96 ;;;
2121040;611123 LICHTLEITER LI MITTE;Pz;18;212104018;PFAuto;2592;216;0,19653; 42,45 ;;;
2121242;LINER MARGHERITA PIRELLI;Pz;18;212124218;PFAuto;2600;350;0,26206; 91,72 ;;;
2117424;7428119-00 TUERENDSTUECK;Pz;18;211742418;PF;2640;600;0,70401; 422,41 ;;;
2116761;7427334-01 ABDECKUNMIEWEISS;Pz;18;211676118;PF;2640;528;0,39384; 207,95 ;;;
2121200;7439131-00 HALTERUNG LI VERDAM;Pz;18;212120018;PF;2640;132;0,59392; 78,40 ;;;
2120876;7436337-01 TUERVERLAENGERUNG;Pz;18;212087618;SL;2684;98;1,04012; 101,93 ;;;
2121199;7439130-00 HALTERUNG RE VERDAM;Pz;18;212119918;PF;2684;132;0,5839; 77,07 ;;;
2117422;7428113-00 ABDECKUNG;Pz;18;211742218;PF;2700;900;0,44944; 404,50 ;;;
2117423;7428069-00 ABDECKUNG;Pz;18;211742318;PF;2700;900;0,44895; 404,06 ;;;
2120050;0C002370AB LENTE SEMAFORO;Pz;18;212005018;SLAuto;2715;355;0,35111; 124,64 ;;;
2120089;7429209-01 TUERVER GRIGIO RAL;Pz;18;212008918;PF;2720;1360;0,56041; 762,16 ;;;
1117470;7436013-01 TUERVERLAENGERUNG;Pz;18;111747018;PF;2833;833;1,96241; 1634,69 ;;;
2117425;7428117-00 TUERENDSTUECK;Pz;18;211742518;PF;2880;120;0,78321; 93,99 ;;;
2121226;656069 GLASKORPER UNTEN 1 LI;Pz;18;212122618;PFAuto;2911;505;0,45666; 230,61 ;;;
2121227;656070 GLASKORPER UNTEN 1 RE;Pz;18;212122718;PFAuto;2911;505;0,4566; 230,58 ;;;
2120088;7429363-01 TUERVER GRIGIO RAL;Pz;18;212008818;PF;2992;1360;0,55669; 757,10 ;;;
1217555;7420022-00 ABDECKUNG;Pz;18;121755518;PF;3000;420;1,99744; 838,92 ;;;
2120379;F15680 MOSTR RIC CERN DX;Pz;18;212037918;PFAuto;3042;571;0,63427; 362,17 ;;;
2120378;F15681 MOSTR RIC CERN SX;Pz;18;212037818;PFAuto;3042;468;0,63544; 297,39 ;;;
2120879;7436013-01 TUERVERLAENGERUNG;Pz;18;212087918;SL;3074;262;1,06853; 279,95 ;;;
2120086;1648600030 INSFRON MED M290;Pz;18;212008618;PF;3100;700;1,46775; 1027,43 ;;;
1117400;7413532-00 KIT CASSETTO GRANDE;Pz;18;111740018;PF;3168;555;2,48064; 1376,76 ;;;
2120228;7434681-00 TUERENDSTUECK TERRA;Pz;18;212022818;PF;3240;972;0,83556; 812,16 ;;;
2117131;7428551-00 TUERENDSTUECK B744;Pz;18;211713118;PF;3240;648;0,77836; 504,38 ;;;
2121251;5313212911 FIANCO SX NERO PC-A;Pz;18;212125118;PF;3240;108;1,84905; 199,70 ;;;
2121017;7433009-02 ASSGERAETED TERRA;Pz;18;212101718;PF;3299;400;8,3899; 3355,96 ;;;
2120226;7434679-00 ABDECKUNG TERRA;Pz;18;212022618;PF;3360;2160;0,47218; 1019,91 ;;;
2120225;7434677-00 ABDECKUNG TERRA;Pz;18;212022518;PF;3360;1440;0,47653; 686,20 ;;;
1500021;C941401850 MANOPOLA AIS PROJ;Pz;2814;15000212814;SL;3424;357;0,5451; 194,60 ;;;
2121252;5313212901 FIANCO DX NERO PC-A;Pz;18;212125218;PF;3456;504;2,07583; 1046,22 ;;;
2119370;X941401850 MANOPOLA AIS PROJ;Pz;2508;21193702508;SL;3466;1708;0,35559; 607,35 ;;;
2121367;PLACCHETTA CUBIK SERV ABS/PC;Pz;3136;21213673136;SL;3514;150;0,28294; 42,44 ;;;
2121369;K11698A01 BRACKET F95/F96;Pz;18;212136918;PFAuto;3540;2040;0,24415; 498,07 ;;;
2120227;7434683-00 TUERENDSTUECK TERRA;Pz;18;212022718;PF;3645;648;0,83557; 541,45 ;;;
2120447;7436223-00 LUFTFUEHRUNG;Pz;18;212044718;PF;3656;185;3,04607; 563,52 ;;;
2120960;7413694-00 TRENNPLATTE;Pz;18;212096018;PF;3771;800;2,13271; 1706,17 ;;;
2119716;7430011-00 GERAETEDR7004;Pz;18;211971618;PF;3834;252;4,82503; 1215,91 ;;;
2118429;7430463-00 ABDECKUNG;Pz;18;211842918;PF;3840;120;0,6396; 76,75 ;;;
2119465;B-8476/B - ALBERO PR REGARIA;NR;2814;21194652814;SL;3900;4;0,14; 0,56 ;;;
2120794;0C004398AA-DQ CARTER SUP FRON;Pz;18;212079418;PF;3951;276;2,69561; 743,99 ;;;
2120004;7432055-00 HALTETEIL;Pz;18;212000418;PF;3960;900;0,3377; 303,93 ;;;
2118395;7430679-00 ABDECKUNG RAL 7004;Pz;18;211839518;PF;3960;342;0,65278; 223,25 ;;;
2120792;0C004393AB-DQ CARTER LATA SX;Pz;18;212079218;PF;3961;42;5,69236; 239,08 ;;;
2120346;7434371-00 ABDECKUNG RE NERO;Pz;18;212034618;PF;3963;1000;0,06254; 62,54 ;;;
2120793;0C004394AB-DQ CARTER LATA DX;Pz;18;212079318;PF;3969;252;5,76646; 1453,15 ;;;
2120347;7434369-00 ABDECKUNG LI NERO;Pz;18;212034718;PF;3977;2000;0,06257; 125,14 ;;;
2120778;SEDUTA ACQUA CB/1273 GRIGIO266;Pz;18;212077818;PF;3995;4;11,02854; 44,11 ;;;
2120797;0C004419AB-DQ CARTER SUPERIORE;Pz;18;212079718;PF;3997;594;4,70259; 2793,34 ;;;
2119722;7430145-00 M VENTILATORBUEGEL;Pz;18;211972218;PF;4000;8800;0,1175; 1034,00 ;;;
2121246;TAPPO PER LINER MARGHERITA PIR;Pz;18;212124618;PFAuto;4000;362;0,23912; 86,56 ;;;
2113906;7422635-00 TUERENDR9005 SUDAN;Pz;18;211390618;PF;4032;384;1,24689; 478,81 ;;;
2121321;7432196-00 HALTELEISTE RE;Pz;18;212132118;PF;4071;69;0,337; 23,25 ;;;
2121322;7432198-00 HALTELEISTE LI;Pz;18;212132218;PF;4071;69;0,337; 23,25 ;;;
2120679;21178002 HOUSING DX C117 HIGH;Pz;18;212067918;PFAuto;4116;642;1,73583; 1114,40 ;;;
2120448;7436219-00 VERDAMPFERABDECKUNG;Pz;18;212044818;PF;4140;495;1,97554; 977,89 ;;;
2120147;81129012 LENS LH 482 T1 ECE;Pz;9001;21201479001;PF;4140;90;0,54121; 48,71 ;;;
2120804;0C004396AB-GG POGGIAPIEDI SX;Pz;18;212080418;PF;4272;689;2,19879; 1514,97 ;;;
2121231;656314 GLASKORPER OBEN 1 RE;Pz;18;212123118;PFAuto;4290;395;0,35473; 140,12 ;;;
2121225;656066 GLASKORPER OBEN 2 RE;Pz;18;212122518;PFAuto;4301;700;0,28376; 198,63 ;;;
2121224;656065 GLASKORPER OBEN 2 LI;Pz;18;212122418;PFAuto;4301;700;0,2837; 198,59 ;;;
2120800;0C004391AA-GG CARTER PEDANA DX;Pz;18;212080018;PF;4305;331;1,76567; 584,44 ;;;
2120801;0C004390AA-GG CARTER PEDANA SX;Pz;18;212080118;PF;4305;331;1,76567; 584,44 ;;;
2120802;0C004392AA-GG CARTER PEDANA AN;Pz;18;212080218;PF;4320;960;1,36661; 1311,95 ;;;
2120706;7435317-00 LUEFTUNGSGITTER GRI;Pz;18;212070618;PF;4329;1776;0,53663; 953,05 ;;;
2120803;0C004397AB-GG POGGIAPIEDI DX;Pz;18;212080318;PF;4339;223;2,1602; 481,72 ;;;
2120799;0C004387AA-GG CARTER LAT BA SX;Pz;18;212079918;PF;4347;63;8,19281; 516,15 ;;;
2120791;0C004386AA-GG CARTER FRO BASS;Pz;18;212079118;PF;4371;150;5,9955; 899,33 ;;;
2120798;0C004388AA-GG CARTER LAT BA DX;Pz;18;212079818;PF;4375;56;8,18715; 458,48 ;;;
2120712;7427573-02 TUERENDSTUECK;Pz;18;212071218;PF;4464;288;0,82842; 238,58 ;;;
2120779;SEDUTA ACQUA CB/1273 VETRO 296;Pz;18;212077918;PF;4531;8;11,10093; 88,81 ;;;
1217614;1548600510 INSER SERIG M260V;Pz;2269;12176142269;SL;4568;115;2,62486; 301,86 ;;;
2121329;20708006B CORPO DX T2 ALFA 952;Pz;18;212132918;PFAuto;4580;3020;0,37238; 1124,59 ;;;
2121330;20709006B CORPO SX T2 ALFA 952;Pz;18;212133018;PFAuto;4580;3020;0,37238; 1124,59 ;;;
2118415;7430521-00 HALTELEISTE RE;Pz;18;211841518;PF;4590;918;0,35634; 327,12 ;;;
2120104;7433347-00 GERAETEBODEN ABS/PC;Pz;18;212010418;PF;4595;48;10,34151; 496,39 ;;;
2120709;7427555-01 TUERENDSTUECK;Pz;18;212070918;PF;4608;374;0,58916; 220,35 ;;;
2116773;7427501-00 ABDECKUNG a;Pz;18;211677318;PF;4680;1950;0,38476; 750,28 ;;;
2120680;21179002 HOUSING SX C117 HIGH;Pz;18;212068018;PFAuto;4788;1050;1,74321; 1830,37 ;;;
2121359;659323 GLASKORPER LI;Pz;18;212135918;PFAuto;4805;2100;0,22019; 462,40 ;;;
2121360;659324 GLASKORPER RE;Pz;18;212136018;PFAuto;4805;2100;0,22019; 462,40 ;;;
2121222;656063 GLASKORPER OBEN 1 LI;Pz;18;212122218;PFAuto;4863;486;0,49089; 238,57 ;;;
2121223;656064 GLASKORPER OBEN 1 RE;Pz;18;212122318;PFAuto;4863;486;0,49089; 238,57 ;;;
2121223;656064 GLASKORPER OBEN 1 RE;Pz;5;21212235;PFAuto;4863;243;0,49089; 119,29 ;;;
2121222;656063 GLASKORPER OBEN 1 LI;Pz;5;21212225;PFAuto;4863;81;0,49089; 39,76 ;;;
2120682;21188002 HOUSING DX C117 LOW;Pz;18;212068218;PFAuto;4950;888;1,95354; 1734,74 ;;;
2120683;21189002 HOUSING SX C117 LOW;Pz;18;212068318;PFAuto;4950;792;1,95313; 1546,88 ;;;
2120253;7432037-00 GERAETEBODEN ABS PC;Pz;18;212025318;PF;5015;252;19,36843; 4880,84 ;;;
2116574;7427408-00 EINSTECKTOBMIEWE;Pz;18;211657418;PF;5022;486;0,71554; 347,75 ;;;
2121156;5313225051 COP SERB PLV GRIG;Pz;3136;21211563136;SL;5118;856;0,42379; 362,76 ;;;
2120390;47650717 LIGHT GSX SIDE MARKE;Pz;18;212039018;PFAuto;5120;6432;0,33898; 2180,32 ;;;
2121232;656315 GLASKORPER OBEN 2 LI;Pz;18;212123218;PFAuto;5225;870;0,24418; 212,44 ;;;
2121233;656316 GLASKORPER OBEN 2 RE;Pz;18;212123318;PFAuto;5225;600;0,24418; 146,51 ;;;
2120810;0C004435AA-GZ CARTER POS IN DX;Pz;18;212081018;PF;5340;563;0,51646; 290,77 ;;;
2120809;0C004389AA-GZ CARTER POS IN SX;Pz;18;212080918;PF;5340;563;0,51645; 290,76 ;;;
2120936;0C004382AB INLAY SUPER DX;Pz;1491;21209361491;SL;5359;714;0,9771; 697,65 ;;;
2120936;0C004382AB INLAY SUPER DX;Pz;18;212093618;SL;5359;432;0,9771; 422,11 ;;;
2400855;7439575-01 ASS AUFST NERO V1;Pz;18;240085518;PF;5488;392;1,16719; 457,54 ;;;
2121085;7439309-00 FRONTGEHAEUSE NERO;Pz;18;212108518;SL;5499;825;1,096; 904,20 ;;;
2118414;7430519-00 HALTELEISTE LI;Pz;18;211841418;PF;5508;1632;0,36693; 598,83 ;;;
2120934;0C004383AB INLAY SUPER SX;Pz;18;212093418;SL;5523;744;0,95139; 707,83 ;;;
2120934;0C004383AB INLAY SUPER SX;Pz;1491;21209341491;SL;5523;340;0,95139; 323,47 ;;;
2120938;0C004384AB INLAY INFER DX;Pz;1491;21209381491;SL;5526;502;1,40138; 703,49 ;;;
2120938;0C004384AB INLAY INFER DX;Pz;18;212093818;SL;5526;432;1,40138; 605,40 ;;;
2120940;0C004385AB INLAY INFER SX;Pz;1491;21209401491;SL;5527;494;1,4028; 692,98 ;;;
2120940;0C004385AB INLAY INFER SX;Pz;18;212094018;SL;5527;432;1,4028; 606,01 ;;;
1217439;7433097-00 DEKORELEMENT TAMLI;Pz;18;121743918;PF;5544;462;3,3902; 1566,27 ;;;
2119717;7430005-00 GERAETEDR7004;Pz;5;21197175;PF;5602;144;9,48042; 1365,18 ;;;
2119717;7430005-00 GERAETEDR7004;Pz;18;211971718;PF;5602;13;9,4803; 123,24 ;;;
2119034;C-4208-D - CORPO AIS 90;NR;2814;21190342814;SL;5630;940;0,11234; 105,60 ;;;
2121378;FILTRO QUADRATO 7440021 TEXI;Pz;2814;21213782814;SL;5705;4295;0,01518; 65,20 ;;;
2121379;FILTRO RETTANGOL 7440021 TEXI;Pz;2814;21213792814;SL;5705;4295;0,01438; 61,76 ;;;
2120389;47640717 LIGHT GDX SIDE MARKE;Pz;18;212038918;PFAuto;5728;608;0,37404; 227,42 ;;;
2120391;47643717 LIGHT G DX DRL CORTO;Pz;18;212039118;PFAuto;5808;330;0,16968; 55,99 ;;;
2120166;TRAVERSA CONNESSIONE CARTER;Pz;1815;21201661815;SL;5965;1447;0,64972; 940,14 ;;;
2120884;7436163-02 GLASTUERRAHMEN RE;Pz;18;212088418;PF;6090;990;1,25259; 1240,06 ;;;
1217440;7433099-00 DEKORELEMENT TAMRE;Pz;18;121744018;PF;6138;528;3,3902; 1790,03 ;;;
2120871;7430487-02 TUERENDSTUECK GRI;Pz;18;212087118;PF;6180;120;2,10145; 252,17 ;;;
1313881;5313225091 COPSERBCHICCHI SI;Pz;3136;13138813136;PF;6214;11;1,62433; 17,87 ;;;
